_id,ltable_id,rtable_id,ltable_Song_Name,ltable_Artist_Name,ltable_Album_Name,ltable_Genre,ltable_Price,ltable_CopyRight,ltable_Time,ltable_Released,rtable_Song_Name,rtable_Artist_Name,rtable_Album_Name,rtable_Genre,rtable_Price,rtable_CopyRight,rtable_Time,rtable_Released,id_id_exm,id_id_anm,id_id_lev_dist,id_id_lev_sim,Song_Name_Song_Name_jac_qgm_3_qgm_3,Song_Name_Song_Name_cos_dlm_dc0_dlm_dc0,Artist_Name_Artist_Name_jac_qgm_3_qgm_3,Artist_Name_Artist_Name_cos_dlm_dc0_dlm_dc0,Artist_Name_Artist_Name_jac_dlm_dc0_dlm_dc0,Artist_Name_Artist_Name_mel,Artist_Name_Artist_Name_lev_dist,Artist_Name_Artist_Name_lev_sim,Artist_Name_Artist_Name_nmw,Artist_Name_Artist_Name_sw,Album_Name_Album_Name_jac_qgm_3_qgm_3,Album_Name_Album_Name_cos_dlm_dc0_dlm_dc0,Album_Name_Album_Name_jac_dlm_dc0_dlm_dc0,Album_Name_Album_Name_mel,Album_Name_Album_Name_lev_dist,Album_Name_Album_Name_lev_sim,Album_Name_Album_Name_nmw,Album_Name_Album_Name_sw,Genre_Genre_jac_qgm_3_qgm_3,Genre_Genre_cos_dlm_dc0_dlm_dc0,Genre_Genre_jac_dlm_dc0_dlm_dc0,Genre_Genre_mel,Genre_Genre_lev_dist,Genre_Genre_lev_sim,Genre_Genre_nmw,Genre_Genre_sw,Price_Price_jac_qgm_3_qgm_3,Price_Price_cos_dlm_dc0_dlm_dc0,Price_Price_jac_dlm_dc0_dlm_dc0,Price_Price_mel,Price_Price_lev_dist,Price_Price_lev_sim,Price_Price_nmw,Price_Price_sw,Time_Time_lev_dist,Time_Time_lev_sim,Time_Time_jar,Time_Time_jwn,Time_Time_exm,Time_Time_jac_qgm_3_qgm_3,label
0,1409,51560,"Illusion ( feat . Echosmith ) Zedd True Colors Dance , Music , Electronic 2015 Interscope Records 6:30",None,None,None,$ 1.29,None,None,18-May-15,Transmission [ feat . X Ambassadors ] Dance & Electronic $ 1.29 ( C ) 2015 Interscope Records 4:02,Zedd,True Colors,None,None,None,None,"May 18 , 2015",0,0.027327385570209417,4,0.19999999999999996,0.348993288590604,0.5007733956671914,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4469696879386902,10.0,0.09090909090909094,-6.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,6.0,0.0,-2.0,0.0,0.0,1.0,1.0,1.0,1,1.0,0
1,1289,34035,"I 'm a Machine ( feat . Crystal Nicole and Tyrese Gibson ) Dance , Music , Rock , House , Electronic 26-Aug-11",David Guetta,Nothing But the Beat,None,$ 1.29,"2011 What A Music Ltd , Licence exclusive Parlophone Music France",3:34,None,"I Can Only Imagine ( feat . Chris Brown & Lil Wayne ) David Guetta Dance & Electronic 2015 Real Sounds 3:29 August 26 , 2011",None,Nothing But the Beat 2.0 [ Explicit ],None,$ 0.99,None,None,None,0,0.03787277802262379,5,0.0,0.20105820105820105,0.35777087639996635,0.0,0.0,0.0,0.4444444477558136,11.0,0.08333333333333337,-7.0,1.0,0.4878048780487805,0.7071067811865475,0.5,0.908108115196228,17.0,0.5405405405405406,3.0,20.0,1.0,1.0,1.0,1.0,0.0,1.0,4.0,4.0,0.23076923076923078,0.4999999999999999,0.3333333333333333,0.8222222328186035,2.0,0.6666666666666667,4.0,4.0,4.0,0.0,0.0,0.0,0,0.0,0
2,2666,35475,Silver and Gold 3:33,Little Big Town,Pain Killer,"Country , Music , Honky Tonk , Contemporary Country",$ 1.29,"2014 Little Big Town , LLC Under exclusive license to Capitol Records Nashville",None,21-Oct-14,Silver And Gold Little Big Town Country ( C ) 2014 Little Big Town LLC Under exclusive license to Capitol Records Nashville 3:31,None,Pain Killer,None,$ 1.29,None,None,"October 21 , 2014",0,0.07515151515151519,5,0.0,0.125,0.22360679774997896,0.0,0.0,0.0,0.43888887763023376,14.0,0.06666666666666665,-10.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,11.0,0.0,0.0,0.0,0.5130718946456909,48.0,0.05882352941176472,-44.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,6.0,6.0,0.0,1.0,1.0,1.0,1,1.0,1
3,1157,27989,"Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ] David Guetta Dance , Music , Rock , House , Electronic , French Pop $ 1.29 2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved . 24-Nov-14",None,Listen ( Deluxe Version ),None,None,None,3:20,None,"I 'll Keep Loving you ( feat . Birdy & Jaymes Young ) David Guetta Listen ( Deluxe ) $ 1.29 2015 If Moving Your Mine November 24 , 2014",None,None,Dance & Electronic,None,None,3:08,None,0,0.04133766836971664,5,0.0,0.11634349030470914,0.27565892320998564,1.0,1.0,1.0,1.0,0.0,1.0,4.0,4.0,0.0,0.0,0.0,0.36000001430511475,23.0,0.07999999999999996,-19.0,2.0,0.0,0.0,0.0,0.5370370149612427,16.0,0.11111111111111116,-12.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,4.0,4.0,2.0,0.5,0.8333333134651184,0.8666666746139526,0,0.2,0
4,3332,7412,"True Colors ( feat . Nicki Minaj ) Wiz Khalifa Hip-Hop/Rap , Music , Rap , East Coast Rap , Hardcore Rap , Rock 4:15 19-Aug-14",None,Blacc Hollywood,None,$ 1.29,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,None,None,"Still Down ( feat . Chevy Woods & Ty Dolla $ ign ) [ Explicit ] $ 1.29 2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company 4:16 August 19 , 2014",Wiz Khalifa,Blacc Hollywood [ Explicit ],Rap & Hip-Hop,None,None,None,None,0,0.4495412844036697,3,0.25,0.07947019867549669,0.20952908873087345,0.0,0.0,0.0,0.0,11.0,0.0,-7.0,0.0,0.46875,0.6324555320336759,0.4,0.9071428775787354,13.0,0.5357142857142857,2.0,15.0,0.0,0.0,0.0,0.0,13.0,0.0,-9.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,-2.0,0.0,0.0,1.0,1.0,1.0,1,1.0,0
5,1303,34060,"I 'm a Machine ( feat . Crystal Nicole and Tyrese Gibson ) David Guetta Dance , Music , House , Electronic , Rock $ 1.29 3:34 26-Aug-11",None,Nothing But the Beat,None,None,"2011 What A Music Ltd , Licence exclusive Parlophone Music France",None,None,"In My Head ( feat . Nervo ) David Guetta Dance & Electronic 2015 Real Sounds 3:51 August 26 , 2011",None,Nothing But the Beat 2.0 [ Explicit ],None,$ 0.99,None,None,None,0,0.03825601879036988,4,0.19999999999999996,0.24861878453038674,0.3927922024247863,1.0,1.0,1.0,1.0,0.0,1.0,4.0,4.0,0.4878048780487805,0.7071067811865475,0.5,0.908108115196228,17.0,0.5405405405405406,3.0,20.0,1.0,1.0,1.0,1.0,0.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,6.0,0.0,-2.0,0.0,0.0,1.0,1.0,1.0,1,1.0,0
6,1155,9941,"Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ] David Guetta Listen ( Deluxe Version ) Dance , Music , Rock , House , Electronic , French Pop $ 1.29 2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved . 24-Nov-14",None,None,None,None,None,3:20,None,"Bloody War ( Album Version ( Edited ) ) [ feat . BG ] [ Clean ] September 20 , 2005",David Banner,Certified ( Edited Version ),Rap & Hip-Hop,$ 0.99,"( C ) 2014 Island Records , a division of UMG Recordings , Inc.",4:27,None,0,0.11618549441706061,4,0.0,0.0893371757925072,0.27439773622801417,0.0,0.0,0.0,0.0,10.0,0.16666666666666663,-6.0,2.0,0.0,0.0,0.0,0.4285714328289032,26.0,0.0714285714285714,-22.0,2.0,0.0,0.0,0.0,0.0,13.0,0.0,-9.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,-2.0,0.0,2.0,0.5,0.6666666865348816,0.6666666865348816,0,0.0,0
7,4733,43755,Lick It ( Norman Doray Remix ) Lick It ( Remixes ) - EP,Kaskade & Skrillex,None,"Dance , Music , Electronic",$ 1.29,"2012 Ultra Records , Inc.",6:14,17-Apr-12,"Take ÌÏ There ( feat . Kiesza ) [ Netsky Remix ] 2010 Robbins Entertainment LLC 3:29 December 23 , 2014",Skrillex & Diplo,Take ÌÏ There ( feat . Kiesza ) [ Remixes ],Dance & Electronic,$ 1.29,None,None,None,0,0.10817049480059426,3,0.4,0.05755395683453238,0.20701966780270628,0.22580645161290322,0.6666666666666667,0.5,0.6087962985038757,13.0,0.2777777777777778,2.0,8.0,0.0,0.0,0.0,0.4244185984134674,42.0,0.023255813953488413,-38.0,1.0,0.5666666666666667,0.5773502691896258,0.4,0.8608345985412598,9.0,0.6538461538461539,9.0,12.0,1.0,1.0,1.0,1.0,0.0,1.0,6.0,6.0,4.0,0.0,0.0,0.0,0,0.0,0
8,3949,38669,"Whatcha Say ( Klubjumpers Remix Radio ) Jason Derulo Pop , Music , Rock , R&B / Soul , Contemporary R&B , Dance $ 1.29 2011 This Compilation P2011 Warner Bros. . Records Inc. 4:02",None,Reloaded,None,None,None,None,16-Dec-11,The Sky 's The Limit ( Ayo Remix ) Jason Derulo Reloaded $ 1.29 3:25,None,None,Pop,None,"( C ) 2006 DTP Records , LLC",None,"December 16 , 2011",0,0.10212314774108455,3,0.4,0.13106796116504854,0.34156502553198664,1.0,1.0,1.0,1.0,0.0,1.0,4.0,4.0,0.0,0.0,0.0,0.4166666567325592,6.0,0.25,-2.0,1.0,0.0,0.0,0.0,0.5277777910232544,3.0,0.25,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,4.0,4.0,0.0,1.0,1.0,1.0,1,1.0,0
9,2477,1222,"Because of Your Love Greatest Hits Country , Music , Contemporary Country , Urban Cowboy $ 0.99",Kenny Chesney,None,None,None,2000 BMG Entertainment,4:16,26-Sep-00,"Ruby , Do n't Take Your Love To Town 2:55",Kenny Rogers,49 All Time Greatest Hits,"Country , Traditional Country , Cowboy",$ 0.89,( c ) 2008 Goldenlane Records,None,"August 1 , 2008",0,0.4933387161889382,4,0.0,0.09565217391304348,0.253546276418555,0.2608695652173913,0.4999999999999999,0.3333333333333333,0.8564102649688721,7.0,0.46153846153846156,5.0,6.0,0.0,0.0,0.0,0.4300000071525574,24.0,0.040000000000000036,-20.0,1.0,0.0,0.0,0.0,0.5175438523292542,36.0,0.052631578947368474,-32.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,-2.0,0.0,4.0,0.0,0.0,0.0,0,0.0,0
